realtime_start,date,value
1992-12-22 00:00:00,1953-10-01 00:00:00,1671.2
1997-05-07 00:00:00,1953-10-01 00:00:00,1858.2
2000-04-27 00:00:00,1953-10-01 00:00:00,1947.8
2003-12-10 00:00:00,1953-10-01 00:00:00,2052.5
2009-07-31 00:00:00,1953-10-01 00:00:00,2316.5
2011-07-29 00:00:00,1953-10-01 00:00:00,2314.6
2013-07-31 00:00:00,1953-10-01 00:00:00,2537.3
2014-07-30 00:00:00,1953-10-01 00:00:00,2539.8
2017-10-27 00:00:00,1953-10-01 00:00:00,2539.786
2018-07-27 00:00:00,1953-10-01 00:00:00,2662.482
2021-07-29 00:00:00,1953-10-01 00:00:00,2664.302
2023-09-28 00:00:00,1953-10-01 00:00:00,2858.845
1992-12-22 00:00:00,1954-01-01 00:00:00,1660.8
1997-05-07 00:00:00,1954-01-01 00:00:00,1849.9
2000-04-27 00:00:00,1954-01-01 00:00:00,1938.1
2003-12-10 00:00:00,1954-01-01 00:00:00,2042.4
2009-07-31 00:00:00,1954-01-01 00:00:00,2305.5
2011-07-29 00:00:00,1954-01-01 00:00:00,2303.5
2013-07-31 00:00:00,1954-01-01 00:00:00,2525.6
2014-07-30 00:00:00,1954-01-01 00:00:00,2528.0
2017-10-27 00:00:00,1954-01-01 00:00:00,2528.043
2018-07-27 00:00:00,1954-01-01 00:00:00,2649.755
2021-07-29 00:00:00,1954-01-01 00:00:00,2651.566
2023-09-28 00:00:00,1954-01-01 00:00:00,2845.192
1992-12-22 00:00:00,1954-04-01 00:00:00,1658.4
1997-05-07 00:00:00,1954-04-01 00:00:00,1848.5
2000-04-27 00:00:00,1954-04-01 00:00:00,1941.0
2003-12-10 00:00:00,1954-04-01 00:00:00,2044.3
2009-07-31 00:00:00,1954-04-01 00:00:00,2308.4
2011-07-29 00:00:00,1954-04-01 00:00:00,2306.4
2013-07-31 00:00:00,1954-04-01 00:00:00,2528.3
2014-07-30 00:00:00,1954-04-01 00:00:00,2530.7
2017-10-27 00:00:00,1954-04-01 00:00:00,2530.689
2018-07-27 00:00:00,1954-04-01 00:00:00,2652.643
2021-07-29 00:00:00,1954-04-01 00:00:00,2654.456
2023-09-28 00:00:00,1954-04-01 00:00:00,2848.305
1992-12-22 00:00:00,1954-07-01 00:00:00,1677.7
1997-05-07 00:00:00,1954-07-01 00:00:00,1868.9
2000-04-27 00:00:00,1954-07-01 00:00:00,1962.0
